station_id,station_name,latitude,longitude,date,PRCP,SNOW,SNWD,TMAX,TMIN
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-03,0.01,0.0,0.0,85.0,70.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-04,0.0,0.0,0.0,86.0,68.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-05,0.0,0.0,0.0,89.0,72.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-06,0.0,0.0,0.0,76.0,61.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-07,0.0,0.0,0.0,79.0,59.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-08,0.0,0.0,0.0,91.0,65.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-09,0.4,0.0,0.0,91.0,74.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-10,0.09,0.0,0.0,84.0,62.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-11,0.0,0.0,0.0,83.0,59.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-12,0.0,0.0,0.0,78.0,57.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-13,0.05,0.0,0.0,67.0,54.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-14,0.0,0.0,0.0,70.0,57.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-15,0.0,0.0,0.0,73.0,55.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-16,0.0,0.0,0.0,84.0,59.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-17,0.0,0.0,0.0,86.0,65.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-18,0.0,0.0,0.0,87.0,64.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-19,0.0,0.0,0.0,93.0,69.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-20,0.29,0.0,0.0,91.0,71.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-21,0.0,0.0,0.0,83.0,70.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-22,1.15,0.0,0.0,86.0,66.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-23,0.0,0.0,0.0,79.0,63.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-24,0.0,0.0,0.0,79.0,61.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-25,0.0,0.0,0.0,84.0,63.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-26,1.3,0.0,0.0,85.0,70.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-27,0.0,0.0,0.0,89.0,72.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-28,0.11,0.0,0.0,84.0,72.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-29,0.69,0.0,0.0,93.0,72.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-06-30,0.0,0.0,0.0,89.0,73.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-07-01,0.0,0.0,0.0,88.0,74.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-07-02,0.0,0.0,0.0,90.0,72.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-07-03,0.0,0.0,0.0,89.0,69.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-07-04,0.0,0.0,0.0,90.0,72.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-07-05,0.0,0.0,0.0,90.0,73.0
USC00111577,"CHICAGO MIDWAY AIRPORT 3 SW, IL US",-87.77734,41.73727,2020-07-06,0.0,0.0,0.0,94.0,76.0
